"Filename","Title","Author","Date","Nationality","Source","OCR_Score"
"3040.txt","The lost inheritance : a novel","Unknown","1852","British","Chadwyck",0.9611
"3041.txt","The Maiden monarch; or, Island queen","Unknown","1840","British","Chadwyck",0.9738
"3042.txt","The Master of Wingbourne : a novel","Unknown","1866","British","Chadwyck",0.9517
"3043.txt","The Master passion; or, The history of Frederick Beaumont","Unknown","1808","British","Chadwyck",0.9408
"3044.txt","The mountain chief, or, The descendant of William Tell, the deliverer of Switzerland : a romance","Unknown","1811","British","Chadwyck",0.9208
"3045.txt","The Navy ""at home.""","Unknown","1831","British","Chadwyck",0.9569
"3046.txt","The Night watch, or, Tales of the sea","Unknown","1828","British","Chadwyck",0.9486
"3047.txt","The ordeal; a novel ..","Unknown","1813","British","Chadwyck",0.9455
"3048.txt","The picaroon, or, The merchant smuggler : a tale of the sea","Unknown","1845","British","Chadwyck",0.9528
"3049.txt","The priest ..","Unknown","1821","British","Chadwyck",0.9431
"305.txt","One life, one love, a novel","Braddon, Mary Elizabeth","1890","British","Chadwyck",0.9689
"3050.txt","The privateer : a tale of the sea","Unknown","1848","British","Chadwyck",0.9422
"3051.txt","The rajah's heir, a novel ..","Unknown","1890","British","Chadwyck",0.9613
"3052.txt","The rebel: a tale","Unknown","1826","British","Chadwyck",0.9379
"3053.txt","The revealer of secrets; or The house that Jack built, a new story upon an old foundation. In three volumes","Unknown","1817","British","Chadwyck",0.9309
"3054.txt","The Royalist and the Republican: a story of the Kentish insurrection ..","Unknown","1852","British","Chadwyck",0.94
"3055.txt","The second wife : a novel","Unknown","1857","British","Chadwyck",0.958
"3056.txt","The smugglers : a tale, descriptive of the sea-coast manners of Scotland","Unknown","1820","British","Chadwyck",0.9339
"3057.txt","The times, a novel","Unknown","1811","British","Chadwyck",0.9335
"3058.txt","The turf. A satirical novel","Unknown","1831","British","Chadwyck",0.9464
"3059.txt","The Twickenham tales","Unknown","1861","British","Chadwyck",0.9481
"306.txt","One thing needful","Braddon, Mary Elizabeth","1886","British","Chadwyck",0.9532
"3060.txt","The writer's clerk, or, The humours of the Scottish metropolis","Unknown","1825","British","Chadwyck",0.951
"3061.txt","Theodore, or, The enthusiast","Unknown","1807","British","Chadwyck",0.9283
"3062.txt","Tom Marchmont","Unknown","1867","British","Chadwyck",0.9461
"3063.txt","True to the life","Unknown","1868","British","Chadwyck",0.9575
"3064.txt","Varieties in woman; a novel in three volumes","Unknown","1819","British","Chadwyck",0.9284
"3065.txt","Wallace, or, The days of Scotland's thraldom : a romance","Unknown","1852","British","Chadwyck",0.9505
"3066.txt","Walter Evelyn, or, The long minority","Unknown","1853","British","Chadwyck",0.9619
"3067.txt","Wedded life in the upper ranks : The wife and friends, and The married man : in two volumes","Unknown","1831","British","Chadwyck",0.9459
"3068.txt","Yarndale : an unsensational story","Unknown","1872","British","Chadwyck",0.9481
"3069.txt","Mrs. Greville : the story of a woman's life","Ursula","1874","British","Chadwyck",0.956
"307.txt","Phantom fortune : a novel","Braddon, Mary Elizabeth","1883","British","Chadwyck",0.9576
"3070.txt","The transgression of Terence Clancy","Vallings Harold","1893","British","Chadwyck",0.9568
"3071.txt","The desire of the moth","Vane, Capel","1895","British","Chadwyck",0.9739
"3072.txt","Vanessa","Vanessa","1875","British","Chadwyck",0.953
"3073.txt","Matthew Tindale : a novel","Varty Smith Augusta A","1891","British","Chadwyck",0.9681
"3074.txt","A great mystery solved : being a sequel to ""The mystery of Edwin Drood""","Vase Gillan","1878","British","Chadwyck",0.9541
"3075.txt","Wise as a serpent","Veitch Sophie F F Sophie Frances Fane","1869","British","Chadwyck",0.9695
"3076.txt","A garden of memories. Mrs. Austin. Lizzie's bargain","Veley Margaret 1843 1887","1887","British","Chadwyck",0.9738
"3077.txt","Mitchelhurst Place : a novel","Veley Margaret 1843 1887","1884","British","Chadwyck",0.9607
"3078.txt","The Dailys of Sodden Fen","Venn, Susannah C.","1884","British","Chadwyck",0.9532
"3079.txt","The child of the desert","Vereker, Charles Smyth","1878","British","Chadwyck",0.955
"308.txt","Robert Ainsleigh : By the author of ""Lady Audley's Secret""","Braddon, Mary Elizabeth","1872","British","Chadwyck",0.9584
"3080.txt","Black Bess; or, the knight of the road : a tale of the good old times","Viles, Edward","1866","British","Chadwyck",0.9431
"3081.txt","Blueskin: a romance of the last century","Viles, Edward","1866","British","Chadwyck",0.9632
"3082.txt","Two pardons : a novel","Vince Henry Scott","1889","British","Chadwyck",0.9393
"3083.txt","Arundel : a tale of the French revolution","Vincent, Sir Francis","1840","British","Chadwyck",0.9589
"3084.txt","The black valley : a tale, from the German of Viet [!] Weber [pseud.] ..","Wa chter Leonhard 1762 1837","1801","British","Chadwyck",0.7615
"3085.txt","Misrepresentation; or, Scenes in real life. One of a series of tales on the passions","Waddington Julia Rattray","1838","British","Chadwyck",0.9514
"3086.txt","A stiff-necked generation","Walford, Lucy Bethia","1889","British","Chadwyck",0.9531
"3087.txt","Cousins / by L.B. Walford.","Walford, Lucy Bethia","2008-09-05","British","Chadwyck",0.9515
"3088.txt","The baby's grandmother","Walford, Lucy Bethia","1884","British","Chadwyck",0.9571
"3089.txt","Troublesome daughters","Walford, Lucy Bethia","1880","British","Chadwyck",0.9566
"309.txt","Sir Jasper's tenant","Braddon, Mary Elizabeth","1865","British","Chadwyck",0.9396
"3090.txt","Don Raphael, a romance","Walker, George","1803","British","Chadwyck",0.8136
"3091.txt","The three Spaniards. A romance","Walker, George","1832","British","Chadwyck",0.9163
"3092.txt","Cousin George, and other tales","Walker, Mrs.","1845","British","Chadwyck",0.962
"3093.txt","A Breton maiden","Wall, Caroline","1888","British","Chadwyck",0.9637
"3094.txt","Beyminstre","Wallace, Ellen","1856","British","Chadwyck",0.9565
"3095.txt","Constance D'Oyley. A tale","Wallace, Ellen","1844","British","Chadwyck",0.9602
"3096.txt","Lena, or, The silent woman","Wallace, Ellen","1852","British","Chadwyck",0.9514
"3097.txt","Margaret Capel. A novel","Wallace, Ellen","1846","British","Chadwyck",0.954
"3098.txt","Mr. Warrenne, the medical practitioner","Wallace, Ellen","1848","British","Chadwyck",0.9489
"3099.txt","The clandestine marriage : and the sisters","Wallace, Ellen","1840","British","Chadwyck",0.9572
"31.txt","Mona's choice : a novel","Alexander Mrs","1887","British","Chadwyck",0.9595
"310.txt","Sons of fire; a novel ..","Braddon, Mary Elizabeth","n.d","British","Chadwyck",0.9642
"3100.txt","The Fair God; or, The Last of the 'Tzins. A Tale of the
Conquest of Mexico. (1873): a machine-readable
transcript","Wallace, Lew","1866","American","Chadwyck",0.9739
"3101.txt","Forty years in the world; or, Sketches and tales of a soldier's life. By the author of ""Fifteen years in India,"" ""Memoirs of India,"" &c.&c.&c.","Wallace, Robert Grenville","2008-10-06","British","Chadwyck",0.9479
"3102.txt","The life guardsman","Walmsley Hugh Mulleneux","1871","British","Chadwyck",0.945
"3103.txt","The officer's daughter; or, A visit to Ireland in 1790.","Walsh Miss","1810","British","Chadwyck",0.9178
"3104.txt","Reginald Hastings : or, A tale of the troubles in 164-","Warburton Eliot 1810 1852","1850","British","Chadwyck",0.9681
"3105.txt","The fisher's daughter, or, The wanderings of Wolf and the fortunes of Alfred","Ward Catherine G Catherine George b 1787","1824","British","Chadwyck",0.9501
"3106.txt","The son and the nephew : or, more secrets than one : a novel","Ward Catherine G Catherine George b 1787","1814","British","Chadwyck",0.9334
"3107.txt","Illustrations of human life","Ward R Plumer Robert Plumer 1765 1846","1837","British","Chadwyck",0.958
"3108.txt","Pictures of the world at home and abroad","Ward R Plumer Robert Plumer 1765 1846","1839","British","Chadwyck",0.9551
"3109.txt","Tremaine : or, The man of refinement","Ward R Plumer Robert Plumer 1765 1846","1825","British","Chadwyck",0.9491
"311.txt","Strangers and pilgrims : a novel","Braddon, Mary Elizabeth","1873","British","Chadwyck",0.9492
"3110.txt","Artemus Ward, His Book. (1862)","Ward, Artemus","1850.5","American","Chadwyck",0.8495
"3111.txt","Artemus Ward; His Travels. (1865)","Ward, Artemus","1850.5","American","Chadwyck",0.9403
"3112.txt","Artemus Ward in London, and Other Papers. (1867)","Ward, Artemus","1850.5","American","Chadwyck",0.9347
"3113.txt","Hedged In (1870): a machine-readable transcript","Ward, Elizabeth Stuart Phelps","1877.5","American","Chadwyck",0.9648
"3114.txt","Men, Women, and Ghosts. (1869)","Ward, Elizabeth Stuart Phelps","1877.5","American","Chadwyck",0.9776
"3115.txt","The Gates Ajar (1869): a machine-readable
transcript","Ward, Elizabeth Stuart Phelps","1877.5","American","Chadwyck",0.9807
"3116.txt","The Silent Partner. (1871)","Ward, Elizabeth Stuart Phelps","1877.5","American","Chadwyck",0.9731
"3117.txt","Marcella","Ward, Humphry, Mrs.","1894","British","Chadwyck",0.9563
"3118.txt","Robert Elsmere. By Mrs. Humphry Ward ... In Three Volumes","Ward, Humphry, Mrs.","1888","British","Chadwyck",0.9716
"3119.txt","The history of David Grieve","Ward, Humphry, Mrs.","1892","British","Chadwyck",0.9647
"312.txt","Taken at the flood : a novel","Braddon, Mary Elizabeth","1874","British","Chadwyck",0.9513
"3120.txt","The Story of Bessie Costrell. By Mrs. Humphry Ward [in, The Cornhill Magazine: New Series: Volumes XXlV-XXV]","Ward, Humphry, Mrs.","1895","British","Chadwyck",0.949
"3121.txt","De Vere : or, The man of independence","Ward, Robert Plumer","1827","British","Chadwyck",0.9514
"3122.txt","A dog with a bad name","Warden, Florence","1885","British","Chadwyck",0.9671
"3123.txt","A prince of darkness : a novel","Warden, Florence","1885","British","Chadwyck",0.9653
"3124.txt","A witch of the hills","Warden, Florence","1888","British","Chadwyck",0.9664
"3125.txt","Ralph Ryder of Brent : a novel","Warden, Florence","1892","British","Chadwyck",0.9718
"3126.txt","Scheherazade : a London night's entertainment","Warden, Florence","1887","British","Chadwyck",0.9568
"3127.txt","St. Cuthbert's Tower","Warden, Florence","1889","British","Chadwyck",0.953
"3128.txt","Herbert-Lodge : a New-Forest story : in three volumes","Warner Miss Ellen Rebecca d 1833","1808","British","Chadwyck",0.9162
"3129.txt","My Brother's Keeper (1855): a machine-readable
transcript","Warner, Anna Bartlett","1871","American","Chadwyck",0.9518
"313.txt","The cloven foot : a novel","Braddon, Mary Elizabeth","1879","British","Chadwyck",0.9599
"3130.txt","Now and then ..","Warren Samuel 1807 1877","1848","British","Chadwyck",0.9564
"3131.txt","Passages from the diary of a late physician","Warren Samuel 1807 1877","1838","British","Chadwyck",0.9695
"3132.txt","Ten thousand a-year","Warren Samuel 1807 1877","1840","British","Chadwyck",0.9552
"3133.txt","The Marquis of Carabas : a story of to-day","Watson Aaron 1850 1907","1892","British","Chadwyck",0.9385
"3134.txt","Rosamund, countess of Clarenstein ..","Watson Miss","1812","British","Chadwyck",0.9543
"3135.txt","Trevethlan : a Cornish story","Watson William Davy 1811 1888","1848","British","Chadwyck",0.9431
"3136.txt","Pigskin and willow : with other sporting stories","Webber Bryon","1879","British","Chadwyck",0.9395
"3137.txt","A snapt gold ring","Wedmore Fredrick Sir 1844 1921","1871","British","Chadwyck",0.9628
"3138.txt","The Time Machine: An Invention: By H. G. Wells","Wells, H. G. (Herbert George)","1895","British","Chadwyck",0.9844
"3139.txt","Alicia de Lacy; an historical romance","West, Mrs. Jane","1814","British","Chadwyck",0.9431
"314.txt","The day will come : a novel","Braddon, Mary Elizabeth","1889","British","Chadwyck",0.9614
"3140.txt","Ringrove; or, Old fashioned notions","West, Mrs. Jane","1827","British","Chadwyck",0.9482
"3141.txt","The infidel father / by the author of ""A tale of the times,"" ""A gossip's story,"" etc. ; in three volumes.","West, Mrs. Jane","2008-09-18","British","Chadwyck",0.9231
"3142.txt","The loyalists: an historical novel","West, Mrs. Jane","1812","British","Chadwyck",0.9437
"3143.txt","Her two millions","Westall William 1835 1903","1887","British","Chadwyck",0.9609
"3144.txt","Red Ryvington","Westall William 1835 1903","1882","British","Chadwyck",0.9559
"3145.txt","Roy of Roy's court","Westall William 1835 1903","1892","British","Chadwyck",0.9719
"3146.txt","Trust-money : a novel","Westall William 1835 1903","1892","British","Chadwyck",0.96
"3147.txt","Frederick Hazzleden : a novel","Westbury Hugh","1887","British","Chadwyck",0.9602
"3148.txt","Richer than wealth : a novel","Wethered Charles Mrs","1884","British","Chadwyck",0.951
"3149.txt","The new rector","Weyman Stanley John 1855 1928","1891","British","Chadwyck",0.9599
"315.txt","The fatal three : a novel","Braddon, Mary Elizabeth","1888","British","Chadwyck",0.9591
"3150.txt","The life and travels of Herodotus in the fifth century : before Christ: an imaginary biography founded on fact, illustrative of the history, manners, religion, literature, arts, and social condition of the Greeks, Egyptians, Persians, Babylonians, Hebrews, Scythians, and other ancient nations, in the days of Pericles and Nehemiah.","Wheeler James Talboys 1824 1897","1855","British","Chadwyck",0.9389
"3151.txt","Meadow sweet; or, The wooing of Iphis; a pastoral","Whelpton Edwin","1884","British","Chadwyck",0.9357
"3152.txt","Lucy Fitzadam: an autobiography","Whitaker Edward novelist","1872","British","Chadwyck",0.9694
"3153.txt","In the suntime of her youth","Whitby Beatrice d 1931","1893","British","Chadwyck",0.9448
"3154.txt","Herbert Milton","White Charles 1793 1861","1828","British","Chadwyck",0.9449
"3155.txt","The married unmarried","White Charles 1793 1861","1837","British","Chadwyck",0.9569
"3156.txt","Vargas : a tale of Spain","White Joseph Blanco 1775 1841","1822","British","Chadwyck",0.929
"3157.txt","The Autobiography of Mark Rutherford, Dissenting Minister. Edited by His Friend, Reuben Shapcott","White, William Hale","1881","British","Chadwyck",0.9893
"3158.txt","Richard Savage : a romance of real life","Whitehead Charles 1804 1862","1844","British","Chadwyck",0.9648
"3159.txt","Rose Douglas ; or, Sketches of a country parish : being the autobiography of a Scotch minister's daughter","Whitehead S R Sarah R","1851","British","Chadwyck",0.9672
"316.txt","The golden calf : a novel","Braddon, Mary Elizabeth","1883","British","Chadwyck",0.9574
"3160.txt","A picture from life: or, The history of Emma Tankerville and Sir Henry Moreton ..","Whitfield Henry 1776 1816","1804","British","Chadwyck",0.8806
"3161.txt","Leaves from Margaret Smith's Journal in the Province of
Massachussetts Bay, 1678-9 (1849)","Whittier, John Greenleaf","1849.5","American","Chadwyck",0.9647
"3162.txt","Legends of New England (1831)","Whittier, John Greenleaf","1849.5","American","Chadwyck",0.9645
"3163.txt","Cerise, a tale of the last century","Whyte, Melville George John","1866","British","Chadwyck",0.9627
"3164.txt","General Bounce : or, The lady and the locusts","Whyte, Melville George John","1855","British","Chadwyck",0.9509
"3165.txt","Good for nothing : or, All down hill","Whyte, Melville George John","1861","British","Chadwyck",0.9588
"3166.txt","Roy's wife : a novel","Whyte, Melville George John","1878","British","Chadwyck",0.9706
"3167.txt","The white rose","Whyte, Melville George John","1868","British","Chadwyck",0.9446
"3168.txt","Tilbury Nogo; or, Passages in the life of an unsuccessful man","Whyte, Melville George John","1854","British","Chadwyck",0.9425
"3169.txt","Five hundred pounds reward. A novel","Wigram W Knox William Knox 1825 1885","1867","British","Chadwyck",0.9493
"317.txt","The lady's mile","Braddon, Mary Elizabeth","1866","British","Chadwyck",0.9226
